%
%
% Run:00    Table:BUOYS             SWAN version:41.20
%
%       Time               Xp            Yp            Depth       X-Windv       Y-Windv         Hsig          Dir           RTpeak        Period        Tm01          Tm02          PkDir
%       [ ]                [degr]        [degr]        [m]           [m/s]         [m/s]         [m]           [degr]        [sec]         [sec]         [sec]         [sec]         [degr]
%
20120827.230000          -85.612       26.0440     3278.5854        2.8998       22.9113       5.51585       186.003        8.4242        7.7766        7.7766        7.3800       185.000
20120827.230000          -87.555       30.0650       24.8846      -10.4913       -8.1068       2.84708       109.560       11.2126        6.4653        6.4653        5.2860       135.000
20120827.230000          -96.695       26.9660       85.1907        0.9459        0.4757       0.82467       100.167        9.2666        6.2076        6.2076        5.4242        95.000
20120827.230000          -94.413       29.2320       15.3785        1.1439       -2.2995       0.41286       115.805        4.7552        4.1440        4.1440        3.3446       115.000
20120827.230000          -84.517       28.5000       51.6082      -15.0037        4.6498       4.01065       133.766       10.1933        7.3328        7.3328        6.7157       165.000
20120827.230000          -88.207       29.2120      293.3774       -9.9485      -12.0899       4.28803        89.232       11.2126        7.7426        7.7426        6.8161       125.000
20120827.230000          -94.000       22.2030     3498.4778        0.7774       -2.8482       1.47359        64.525        9.2666        7.8084        7.8084        7.0940        65.000
20120827.230000          -84.857       19.8020     4540.7300       -2.8640        3.3582       1.43370       352.604        9.2666        7.3375        7.3375        6.8422       355.000
20120828.000000          -89.658       25.8880     3176.6836        7.6778      -10.6609       4.43155        35.684       11.2126        8.1959        8.1959        7.3833        75.000
20120828.000000          -93.666       25.7900     3211.0347        2.6626       -5.5841       1.91713        73.924       10.1933        6.8345        6.8345        5.4999        85.000
20120828.000000          -85.612       26.0440     3278.5854        3.3816       22.8193       5.67189       191.809        9.2666        7.9136        7.9136        7.5268       185.000
20120828.000000          -87.555       30.0650       24.8846      -10.9915       -8.0772       2.97233       110.972       12.3339        6.6053        6.6053        5.4150       135.000
20120828.000000          -96.695       26.9660       85.1907        1.5407        0.7862       0.87040        99.136        9.2666        6.4153        6.4153        5.6166        95.000
20120828.000000          -94.413       29.2320       15.3785        1.4278       -2.0255       0.40973       116.151        9.2666        4.2836        4.2836        3.4599       115.000
20120828.000000          -84.517       28.5000       51.6082      -14.7676        5.3510       4.02105       137.208       10.1933        7.3663        7.3663        6.7552       165.000
20120828.000000          -88.207       29.2120      293.3774      -10.3165      -12.3326       4.46711        90.313       12.3339        7.9066        7.9066        6.9990       125.000
20120828.000000          -94.000       22.2030     3498.4778        0.9474       -2.5873       1.51517        64.328       10.1933        7.9715        7.9715        7.3284        65.000
20120828.000000          -84.857       19.8020     4540.7300       -3.2478        3.5406       1.41423       352.456        9.2666        7.2629        7.2629        6.6343       355.000
20120828.010000          -89.658       25.8880     3176.6836        7.8342      -10.2354       4.52833        36.877       11.2126        8.3682        8.3682        7.5536        75.000
20120828.010000          -93.666       25.7900     3211.0347        3.1579       -5.7510       1.97890        73.190       10.1933        6.9410        6.9410        5.5515        85.000
20120828.010000          -85.612       26.0440     3278.5854        2.1088       20.8931       5.60018       194.403        9.2666        7.9739        7.9739        7.5892       185.000
20120828.010000          -87.555       30.0650       24.8846      -12.6583       -7.7255       3.16319       111.234       12.3339        6.6684        6.6684        5.5337       145.000
20120828.010000          -96.695       26.9660       85.1907        1.7734        0.3541       0.91810        98.206        9.2666        6.6211        6.6211        5.8150        95.000
20120828.010000          -94.413       29.2320       15.3785        1.5313       -2.5226       0.40663       116.528       10.1933        4.4203        4.4203        3.5639       115.000
20120828.010000          -84.517       28.5000       51.6082      -14.7835        5.8617       4.05778       140.249       10.1933        7.3927        7.3927        6.7698       165.000
20120828.010000          -88.207       29.2120      293.3774      -11.7443      -11.9342       4.69037        90.825       12.3339        8.0049        8.0049        7.1183       125.000
20120828.010000          -94.000       22.2030     3498.4778        1.1415       -2.4676       1.55545        64.063       10.1933        8.1160        8.1160        7.5261        65.000
20120828.010000          -84.857       19.8020     4540.7300       -3.1187        3.5607       1.39999       352.452        9.2666        7.0663        7.0663        6.1189       355.000
20120828.020000          -89.658       25.8880     3176.6836        8.5660       -9.5497       4.60930        37.411       11.2126        8.5001        8.5001        7.6736        75.000
20120828.020000          -93.666       25.7900     3211.0347        3.6532       -5.9181       2.04847        72.264       10.1933        7.0094        7.0094        5.5619        85.000
20120828.020000          -85.612       26.0440     3278.5854        1.0511       20.3045       5.47656       195.135        9.2666        7.9495        7.9495        7.5648       185.000
20120828.020000          -87.555       30.0650       24.8846      -13.5642       -7.5101       3.35316       111.751       12.3339        6.7702        6.7702        5.6672       145.000
20120828.020000          -96.695       26.9660       85.1907        2.0060       -0.0780       0.96737        97.364        9.2666        6.8242        6.8242        6.0180        95.000
20120828.020000          -94.413       29.2320       15.3785        1.6347       -3.0196       0.40378       116.963       11.2126        4.5539        4.5539        3.6513       115.000
20120828.020000          -84.517       28.5000       51.6082      -14.4253        6.8399       4.10332       143.530       10.1933        7.4396        7.4396        6.8223       175.000
